#gene_name v65ES_Rep1 v65ES_Rep2 pNPC_Rep1 pNPC_Rep2
uc008qrk.2 408 79 5 16
uc008qrl.2 3 1 2 2
uc008qrm.2 2 0 0 0
uc008qrn.2 9 1 0 7
uc008qro.2 0 0 0 0
uc008qrq.2 0 0 0 0
uc008qrr.2 0 0 0 0
uc008qrs.2 3 0 0 0
uc008qrt.1 30 7 0 0
uc008qru.1 0 0 0 0
uc008qrv.2 0 0 0 0
uc008qrw.1 140 30 3 7
uc008qrx.1 0 0 0 0
uc008qry.2 0 0 0 0
uc008qrz.2 0 0 0 0
uc008qsa.2 0 0 0 0
uc008qsb.2 0 0 0 0
uc008qsc.1 0 0 0 0
uc008qsd.1 0 0 0 0
uc008qse.1 0 0 0 0
uc008qsf.1 851 143 48 167
uc008qsg.2 0 0 0 0
uc008qsh.2 0 0 0 0
uc008qsi.2 0 0 0 0
uc008qsj.2 10 1 0 4
uc008qsk.1 209 43 12 40
uc008qsl.2 0 0 0 0
uc008qsm.1 1950 333 79 158
uc008qsn.1 25 6 2 7
uc008qso.1 1 0 0 0
uc008qsp.1 0 0 0 0
uc008qsq.1 943 162 2 19
uc008qsr.1 5 0 0 0
uc008qss.1 0 0 0 0
uc008qst.1 22 2 0 1
uc008qsu.1 0 0 0 0
uc008qsv.1 0 0 0 0
uc008qsw.1 0 0 0 0
uc008qsx.1 0 0 0 0
uc008qsy.1 0 0 0 0
uc008qsz.1 0 0 0 0
uc008qta.1 0 0 0 0
uc008qtb.1 0 0 0 0
uc008qtc.1 0 0 0 0
uc008qtd.1 0 0 0 1
uc008qte.1 5 0 5 9
uc008qtf.1 0 0 0 0
uc008qtg.2 0 0 0 0
uc008qti.2 1 0 0 0
uc008qtj.2 0 0 0 0
uc008qtk.1 1 0 0 0
uc008qtl.1 0 0 0 0
uc008qtm.1 0 0 0 0
uc008qtn.1 0 0 0 0
uc008qto.1 10 1 3 4
uc008qtp.1 0 0 0 0
uc008qtq.2 0 0 0 0
uc008qtr.2 0 0 0 0
uc008qts.1 0 0 0 0
uc008qtt.1 1 0 0 0
uc008qtu.1 0 0 0 0
uc008qtv.1 0 0 0 0
uc008qtw.1 0 0 0 0
uc008qtx.1 61 15 5 16
uc008qty.2 17 3 6 12
uc008qtz.1 0 0 0 0
uc008qua.2 0 0 0 0
uc008qub.2 0 0 0 0
uc008qud.1 0 0 0 0
uc008que.1 0 0 0 0
uc008quf.1 0 0 0 0
uc008qug.1 11 5 1 4
uc008quh.1 0 1 0 0
uc008qui.1 8619 1683 133 333
uc008quj.1 6 1 0 0
uc008quk.1 1096 265 1 1
uc008qul.2 2481 583 223 738
uc008qum.2 2 0 0 0
uc008qun.2 0 0 0 0
uc008quo.2 0 0 0 0
uc008qup.1 13 2 1 3
uc008quq.2 4161 729 218 500
uc008qur.1 0 0 0 0
uc008qus.1 0 0 0 0
uc008qut.1 5 4 0 1
uc008quv.2 0 0 0 0
uc008quw.1 0 0 11 37
uc008qux.1 0 0 5 11
uc008quy.1 0 0 0 0
uc008quz.1 0 0 0 0
uc008qva.1 2061 427 43 109
uc008qvb.1 45 9 4 4
uc008qvc.2 6 3 6 51
uc008qvd.2 0 0 0 0
uc008qve.1 220 51 59 107
uc008qvf.1 0 0 0 0
uc008qvg.2 0 0 0 0
uc008qvh.2 0 0 0 0
uc008qvi.1 0 0 0 0
uc008qvj.1 0 0 0 0
uc008qvk.1 5 0 0 0
uc008qvl.1 4 1 0 5
uc008qvm.1 0 1 0 0
uc008qvn.1 46 15 8 7
uc008qvo.1 42 6 1 6
uc008qvp.1 7098 1313 102 346
uc008qvq.1 4 1 1 4
uc008qvr.1 1 0 0 0
uc008qvs.1 0 0 0 0
uc008qvu.2 0 0 0 0
uc008qvv.1 2 0 0 0
uc008qvw.2 0 0 0 0
uc008qvx.2 0 0 0 0
uc008qvy.1 0 0 0 0
uc008qvz.1 0 0 0 0
uc008qwa.1 0 0 0 0
uc008qwb.1 1 0 0 0
uc008qwc.1 0 0 0 1
uc008qwd.1 0 0 0 0
uc008qwe.1 0 0 0 0
uc008qwf.1 0 0 0 0
uc008qwg.1 0 0 0 0
uc008qwh.1 0 0 0 0
uc008qwi.1 3 0 1 2
uc008qwk.1 0 0 0 0
uc008qwl.1 0 0 0 0
uc008qwm.2 6 0 0 0
uc008qwn.1 0 0 0 0
uc008qwo.1 0 0 0 0
uc008qwp.2 2 1 18 29
uc008qwq.2 4 2 5 15
uc008qwr.1 0 0 0 0
uc008qws.1 0 0 46 157
uc008qwt.1 0 0 0 0
uc008qwu.1 0 0 0 0
uc008qwv.1 0 0 0 3
uc008qww.2 1407 240 79 260
uc008qwx.1 1 0 0 0
uc008qwy.1 0 0 0 0
uc008qwz.1 2566 567 98 269
uc008qxa.1 17 3 45 161
uc008qxb.1 0 0 0 0
uc008qxc.1 0 0 0 0
uc008qxd.1 0 0 0 0
uc008qxe.1 0 0 0 0
uc008qxf.1 23 5 0 0
uc008qxg.2 1004 186 120 395
uc008qxh.2 16 3 1 1
uc008qxi.1 4 2 0 3
uc008qxj.1 402 85 34 116
uc008qxk.2 0 0 0 0
uc008qxl.2 0 0 0 0
uc008qxm.1 29 7 0 2
uc008qxn.1 2 0 0 0
uc008qxo.2 0 0 0 0
uc008qxp.2 0 0 0 0
uc008qxq.2 0 0 0 0
uc008qxr.2 0 0 0 0
uc008qxs.1 188 37 210 551
uc008qxt.1 92 19 47 162
uc008qxu.1 0 0 0 0
uc008qxv.1 45 9 0 1
uc008qxw.1 450 102 1 1
uc008qxx.2 1298 313 171 565
uc008qxy.2 2 0 0 0
uc008qxz.1 0 0 0 0
uc008qya.1 0 0 0 0
uc008qyb.1 12 0 0 5
uc008qyc.1 0 0 0 0
uc008qyd.1 1500 309 74 210
uc008qye.1 0 0 0 0
uc008qyf.1 0 0 0 0
uc008qyg.1 0 0 0 0
uc008qyh.1 0 0 0 0
uc008qyi.1 1 0 0 0
uc008qyj.1 0 0 0 0
uc008qyk.1 0 0 0 0
uc008qyl.1 1 0 0 0
uc008qym.1 0 0 0 0
uc008qyn.1 3 2 0 1
uc008qyo.1 0 0 0 0
uc008qyp.1 2 3 0 1
uc008qyq.1 7663 1425 284 910
uc008qyr.1 0 0 0 0
uc008qys.1 1 0 1 1
uc008qyt.1 1 0 0 0
uc008qyu.1 43 2 1 3
uc008qyv.2 0 0 0 0
uc008qyw.2 0 0 1 0
uc008qyx.1 0 0 0 0
uc008qyy.1 0 0 0 0
uc008qyz.1 0 0 0 1
uc008qza.1 14 0 4 5
uc008qzb.1 0 0 0 0
uc008qzc.1 73 18 5 16
uc008qzd.1 4 0 0 3
uc008qze.2 1 1 0 0
uc008qzf.2 1 0 0 0
uc008qzg.2 12 3 1 1
uc008qzh.1 500 75 13 44
uc008qzi.2 0 1 0 0
uc008qzj.2 398 74 10 39
uc008qzk.2 0 0 0 0
uc008qzl.2 5 0 0 2
uc008qzm.2 0 0 0 0
uc008qzn.2 23 6 3 3
uc008qzo.2 794 152 52 214
uc008qzp.2 0 0 0 0
uc008qzq.1 0 0 0 0
uc008qzr.3 0 0 0 0
uc008qzs.1 2 0 0 1
uc008qzt.3 16 6 0 5
uc008qzu.2 0 0 0 0
uc008qzv.2 0 0 0 0
uc008qzw.1 0 0 0 0
uc008qzx.1 506 128 40 120
uc008qzy.1 0 0 0 0
uc008qzz.1 0 0 0 0
uc008raa.1 0 0 0 0
uc008rab.1 0 0 0 0
uc008rac.2 167 33 121 356
uc008rad.2 0 0 0 0
uc008rae.1 325 67 7 26
uc008raf.1 0 0 0 0
uc008rag.1 0 0 0 0
uc008rah.1 0 0 0 1
uc008rai.2 0 0 0 0
uc008raj.2 0 0 0 0
uc008rak.2 0 0 0 0
uc008ral.2 0 0 0 0
uc008ram.2 0 0 0 0
uc008ran.2 0 0 0 0
uc008rao.2 0 0 0 0
uc008rap.1 0 0 0 0
uc008raq.1 0 0 0 0
uc008rar.2 0 0 0 0
uc008ras.1 0 0 0 1
uc008rat.2 106 18 22 42
uc008rau.1 890 147 30 79
uc008rav.2 0 0 0 0
uc008raw.2 0 0 0 0
uc008rax.2 0 0 0 0
uc008ray.2 0 0 0 0
uc008raz.2 0 0 0 0
uc008rba.2 0 0 0 0
uc008rbb.2 0 0 0 0
uc008rbc.1 0 0 0 0
uc008rbd.1 0 0 0 0
uc008rbe.1 0 0 0 0
uc008rbf.1 0 0 0 0
uc008rbg.1 7 2 0 4
uc008rbh.1 13 2 0 1
uc008rbi.1 108 33 11 29
uc008rbj.1 0 0 0 0
uc008rbk.1 18 5 13 42
uc008rbl.1 0 0 0 0
uc008rbm.1 0 0 0 0
uc008rbn.1 0 0 0 0
uc008rbo.2 155 28 20 51
uc008rbp.2 0 0 0 0
uc008rbq.2 0 0 0 0
uc008rbr.1 7 1 1 1
uc008rbs.1 304 63 15 46
uc008rbt.2 973 180 55 155
uc008rbu.2 0 0 0 0
uc008rbv.2 0 0 0 0
uc008rbw.2 14 3 2 3
uc008rbx.1 80 6 5 19
uc008rby.1 1 1 0 0
uc008rbz.2 0 0 2 0
uc008rca.1 0 0 0 0
uc008rcb.1 0 0 0 0
uc008rcc.1 19 3 1 9
uc008rcd.2 599 105 29 103
uc008rce.1 4 1 0 1
uc008rcf.1 0 0 0 0
uc008rcg.2 340 47 13 49
uc008rch.2 0 0 0 0
uc008rci.2 3 2 0 0
uc008rcj.1 0 0 0 0
uc008rck.1 3 1 2 1
uc008rcl.1 23 5 2 0
uc008rcm.1 7 0 0 0
uc008rcn.2 0 0 0 0
uc008rco.2 2762 550 69 232
uc008rcp.1 0 0 0 0
uc008rcq.1 306 40 5 17
uc008rcr.1 9 0 0 0
uc008rcs.1 1 0 0 1
uc008rct.1 2 0 0 0
uc008rcu.1 7 1 0 1
uc008rcv.2 1 0 0 0
uc008rcx.1 0 0 0 2
uc008rcy.1 0 0 1 0
uc008rcz.1 0 0 0 0
uc008rda.2 0 0 0 0
uc008rdb.2 0 0 0 0
uc008rdc.2 8 1 0 2
uc008rdd.2 0 0 0 0
uc008rde.1 0 0 0 0
uc008rdf.1 0 0 0 0
uc008rdg.1 0 0 0 0
uc008rdh.1 0 0 1 3
uc008rdi.1 0 0 1 0
uc008rdj.2 0 0 0 0
uc008rdk.2 0 0 0 0
uc008rdl.2 13 2 3 5
uc008rdm.2 0 0 0 0
uc008rdn.1 0 0 0 0
uc008rdo.2 0 0 0 0
uc008rdp.2 0 0 0 0
uc008rdq.2 0 0 0 0
uc008rdr.2 0 0 0 0
uc008rds.2 2 1 0 0
uc008rdt.1 0 0 0 0
uc008rdu.1 0 0 0 0
uc008rdv.1 0 0 3 1
uc008rdw.1 0 0 0 0
uc008rdx.1 231 69 40 105
uc008rdy.1 0 0 0 0
uc008rdz.2 27 7 1 0
uc008rea.1 0 0 0 0
uc008reb.2 0 0 0 0
uc008rec.2 0 0 0 0
uc008red.1 0 0 0 0
uc008ree.2 361 77 3 11
uc008ref.2 0 0 0 0
uc008reg.1 1103 174 149 398
uc008reh.1 0 0 0 0
uc008rei.1 2 0 0 2
uc008rej.1 0 0 0 0
uc008rek.1 0 0 0 0
uc008rel.1 33 3 0 11
uc008rem.1 0 0 0 0
uc008ren.1 0 0 0 1
uc008reo.1 2231 463 45 133
uc008rep.1 606 82 27 92
uc008req.2 1720 455 33 97
uc008rer.2 0 0 0 0
uc008res.2 5 0 2 0
uc008ret.2 41 9 1 5
uc008reu.1 1 1 0 0
uc008rev.1 0 0 0 0
uc008rew.1 0 0 0 0
uc008rex.1 0 0 0 0
uc008rey.1 2057 479 82 277
uc008rez.1 39 14 2 11
uc008rfa.1 4 0 0 0
uc008rfb.1 0 0 0 0
uc008rfc.1 0 0 0 0
uc008rfd.1 0 0 0 0
uc008rfe.2 0 0 0 0
uc008rff.2 0 0 0 0
uc008rfh.1 74 17 1 8
uc008rfi.2 109 31 5 11
uc008rfj.2 15 1 1 1
uc008rfk.2 6 0 0 2
uc008rfl.2 13 2 0 7
uc008rfm.1 0 0 0 0
uc008rfn.1 0 0 0 0
uc008rfo.1 0 0 0 0
uc008rfp.1 0 0 0 0
uc008rfq.1 0 0 0 0
uc008rfr.1 51 8 27 70
uc008rft.1 0 0 0 0
uc008rfu.1 0 0 0 0
uc008rfv.2 0 0 0 0
uc008rfw.2 0 0 0 0
uc008rfx.2 0 0 0 0
uc008rfy.1 0 0 0 0
uc008rfz.1 0 0 0 0
uc008rga.1 1 0 0 0
uc008rgb.1 0 0 0 0
uc008rgc.1 19 2 0 0
uc008rgd.1 0 0 0 0
uc008rge.1 0 0 0 0
uc008rgf.1 6 1 0 1
uc008rgg.1 0 0 0 0
uc008rgh.1 0 0 0 0
uc008rgi.1 1 0 0 0
uc008rgj.1 0 0 0 0
uc008rgk.1 0 0 0 0
uc008rgl.1 0 0 0 0
uc008rgm.1 1 0 0 2
uc008rgn.1 0 0 0 0
uc008rgo.1 0 0 0 0
uc008rgp.1 0 0 0 0
uc008rgq.1 0 0 0 0
uc008rgr.1 0 0 0 0
uc008rgs.1 0 0 0 0
uc008rgt.1 5 0 3 2
uc008rgu.1 0 0 0 0
uc008rgv.1 0 0 0 0
uc008rgw.1 1 0 0 0
uc008rgx.1 2 0 2 11
uc008rgy.1 0 0 0 0
uc008rgz.1 0 0 0 0
uc008rha.1 0 0 0 0
uc008rhb.1 0 0 0 1
uc008rhc.1 1 0 0 2
uc008rhd.1 467 86 39 88
uc008rhe.1 44 9 1 2
uc008rhf.2 0 0 0 1
uc008rhg.2 7 0 0 3
uc008rhh.2 0 0 0 0
uc008rhi.1 0 0 1 0
uc008rhj.2 0 0 0 0
uc008rhl.1 0 0 0 0
uc008rhm.1 0 0 0 0
uc008rhn.1 0 0 0 0
uc008rho.1 0 0 0 0
uc008rhp.1 1576 317 47 149
uc008rhr.2 0 0 0 0
uc008rhs.1 0 0 0 0
uc008rht.1 0 0 0 0
uc008rhu.1 0 0 0 0
uc008rhv.1 0 0 0 0
uc008rhw.1 0 1 0 0
uc008rhx.1 0 0 0 0
uc008rhy.1 0 0 1 0
uc008rhz.1 0 0 0 0
uc008ria.2 0 0 0 0
uc008rib.1 49 5 1 4
uc008ric.1 314 48 10 36
uc008rid.1 0 0 0 0
uc008rie.1 0 0 0 0
uc008rif.1 1 0 0 0
uc008rig.2 0 0 0 0
uc008rih.2 1 0 0 0
uc008rii.1 4 0 0 2
uc008rij.2 1 0 0 0
uc008rik.1 11 5 0 0
uc008ril.1 0 0 0 0
uc008rim.2 987 218 17 69
uc008rin.1 1 0 0 0
uc008rip.2 2 0 0 0
uc008riq.2 128 19 10 35
uc008rir.2 1 1 0 0
uc008ris.2 0 0 0 0
uc008rit.1 236 50 17 51
uc008riu.1 0 0 0 0
uc008riv.1 0 0 0 0
uc008riw.1 0 0 0 0
uc008rix.1 0 0 0 0
uc008riy.1 0 0 0 0
uc008riz.1 0 0 0 0
uc008rja.1 0 0 0 0
uc008rjb.2 0 0 0 0
uc008rjc.2 2855 616 115 415
uc008rjd.1 42 17 6 17
uc008rje.2 0 1 0 0
uc008rjf.1 0 0 0 0
uc008rjg.1 0 0 0 0
uc008rjh.1 6 2 1 1
uc008rji.1 7 3 0 0
uc008rjj.1 70 12 0 0
uc008rjk.1 0 0 0 0
uc008rjl.1 2913 585 125 402
uc008rjm.1 45 12 4 17
uc008rjn.1 1 0 1 10
uc008rjo.1 1 0 0 0
uc008rjp.1 0 1 0 3
uc008rjq.2 319 61 5 19
uc008rjr.2 0 0 0 0
uc008rjs.2 0 0 0 0
uc008rjt.2 0 0 0 0
uc008rju.2 0 1 2 2
uc008rjv.1 0 0 0 0
uc008rjw.2 6 1 0 0
uc008rjx.1 2457 446 63 209
uc008rjy.2 19 6 0 4
uc008rjz.2 0 1 0 0
uc008rkb.1 1 0 1 1
uc008rkc.1 0 0 0 0
uc008rkd.1 0 0 0 0
uc008rke.1 0 0 0 0
uc008rkf.1 0 0 0 0
uc008rkg.1 0 0 0 0
uc008rkh.1 1 1 0 0
uc008rki.1 3 0 0 0
uc008rkj.1 318 61 20 61
uc008rkk.1 1 0 0 0
uc008rkl.1 0 0 0 0
uc008rkm.1 0 0 0 0
uc008rkn.1 0 0 0 0
uc008rko.2 22 0 0 0
uc008rkp.2 40 10 0 2
uc008rkq.2 0 0 0 0
uc008rks.1 0 0 0 0
uc008rkt.1 118 23 5 16
uc008rku.1 0 0 0 0
uc008rkv.1 0 0 1 2
uc008rkw.1 0 0 2 1
uc008rkx.2 7 0 8 9
uc008rky.2 0 0 0 0
uc008rkz.1 217 43 37 95
uc008rla.2 0 0 0 0
uc008rlb.2 0 0 0 0
uc008rlc.2 0 0 0 0
uc008rld.2 0 0 0 0
uc008rle.2 0 0 0 0
uc008rlf.1 0 0 0 0
uc008rlg.2 0 0 0 0
uc008rlh.2 3 2 0 0
uc008rli.2 9 1 0 0
uc008rlj.2 4 0 0 0
uc008rlk.2 374 101 31 62
uc008rll.1 10 1 1 1
uc008rln.1 2 0 0 0
uc008rlo.1 75 17 1 5
uc008rlp.1 0 0 0 0
uc008rlq.1 135 36 2 32
uc008rlr.1 0 0 0 0
uc008rls.2 9 0 1 1
uc008rlt.2 0 0 0 0
uc008rlu.2 0 0 0 0
uc008rlv.2 2653 543 4 11
uc008rlw.1 0 3 0 0
uc008rlx.1 0 0 0 0
uc008rly.1 2 0 0 1
uc008rlz.2 0 0 0 0
uc008rma.2 1 0 0 0
uc008rmb.2 0 0 0 0
uc008rmc.1 0 0 0 0
uc008rmd.1 0 0 0 0
uc008rme.1 0 0 0 0
uc008rmf.1 0 0 0 0
uc008rmg.1 0 0 0 0
uc008rmh.1 0 0 0 0
uc008rmi.1 0 0 0 0
uc008rmj.2 0 0 0 0
uc008rmk.2 0 0 0 0
uc008rml.2 0 0 0 0
uc008rmm.1 0 0 0 0
uc008rmn.2 716 125 331 1034
uc008rmo.1 2 0 0 1
uc008rmp.1 0 0 0 0
uc008rmq.2 10 0 1 2
uc008rmr.2 88 12 4 20
uc008rms.1 1682 376 55 225
uc008rmt.1 2 0 0 0
uc008rmu.1 0 0 0 0
uc008rmv.1 0 0 0 0
uc008rmw.2 0 0 0 0
uc008rmx.2 30 5 1 5
uc008rmy.1 0 0 0 1
uc008rmz.1 32 5 0 1
uc008rna.1 0 0 0 0
uc008rnb.2 0 0 0 0
uc008rnc.1 0 0 0 0
uc008rnd.2 20 3 0 0
uc008rne.1 0 0 0 0
uc008rnf.1 18 2 0 0
uc008rng.1 0 0 0 0
uc008rnh.1 0 0 0 0
uc008rni.1 1 1 0 0
uc008rnj.1 3 1 0 0
uc008rnk.1 14957 2907 243 763
uc008rnl.1 3693 783 52 161
uc008rnm.1 108 37 4 10
uc008rnn.1 3990 823 203 548
uc008rno.1 1 0 0 0
uc008rnp.1 0 0 0 2
uc008rnq.1 0 0 0 0
uc008rnr.1 0 0 0 0
uc008rns.1 0 0 0 0
uc008rnt.1 0 0 0 0
uc008rnu.1 0 0 0 0
uc008rnv.1 0 0 0 0
uc008rnw.1 2 1 0 0
uc008rnx.1 4 0 0 0
uc008rny.1 1 0 0 2
uc008rnz.1 0 0 0 0
uc008roa.1 0 0 0 0
uc008rob.1 6 1 0 0
uc008roc.1 0 0 0 0
uc008rod.1 0 0 0 0
uc008roe.1 0 0 0 0
uc008rof.1 0 0 0 0
uc008rog.1 0 0 0 0
uc008roh.1 0 0 0 0
uc008roi.1 0 0 0 0
uc008roj.1 0 0 0 0
uc008rok.1 0 0 0 0
uc008rol.2 0 0 0 0
uc008ron.2 0 0 0 0
uc008roo.2 0 0 0 0
uc008rop.1 0 0 0 0
uc008roq.1 0 0 0 0
uc008ror.1 0 0 0 0
uc008ros.1 0 0 0 0
uc008rot.1 0 0 0 0
uc008rou.1 0 0 0 0
uc008rov.1 0 0 0 0
uc008row.1 0 0 0 1
uc008rox.1 0 0 0 0
uc008roy.1 77 10 1 2
uc008roz.1 0 0 0 0
uc008rpa.1 0 0 0 0
uc008rpb.1 1151 217 36 130
uc008rpc.1 0 0 0 0
uc008rpe.2 250 50 30 46
uc008rpf.2 3 0 0 0
uc008rpg.2 17 2 0 0
uc008rph.1 14 1 4 12
uc008rpi.1 0 0 0 0
uc008rpj.1 0 0 0 0
uc008rpk.1 0 0 0 0
uc008rpl.2 0 0 0 0
uc008rpm.1 0 0 0 1
uc008rpo.2 22 2 2 6
uc008rpq.1 0 0 0 0
uc008rpr.1 7564 1270 473 1115
uc008rps.1 0 0 0 0
uc008rpt.1 0 0 0 0
uc008rpu.1 41 9 31 51
uc008rpv.1 0 0 0 0
uc008rpw.1 0 0 1 1
uc008rpx.1 0 0 0 0
uc008rpy.1 0 0 0 0
uc008rpz.1 0 0 0 0
uc008rqa.2 0 0 0 0
uc008rqc.1 0 0 0 0
uc008rqd.1 2 1 0 0
uc008rqe.1 0 0 0 0
uc008rqf.2 2 0 0 0
uc008rqg.1 0 0 0 0
uc008rqh.1 0 0 0 0
uc008rqi.2 7 1 0 4
uc008rqj.2 0 0 0 0
uc008rqk.2 1 0 0 1
uc008rql.2 0 0 0 0
uc008rqm.1 0 0 0 0
uc008rqn.1 0 0 0 0
uc008rqo.1 2 0 0 2
uc008rqp.1 0 0 0 0
uc008rqq.2 3694 827 89 280
uc008rqr.2 3089 588 478 1340
uc008rqs.1 1987 405 85 233
uc008rqt.1 1 0 0 0
uc008rqu.1 112 15 7 6
uc008rqv.2 929 179 11 47
uc008rqw.2 3 1 0 0
uc008rqx.1 38 10 1 0
uc008rqy.1 0 0 0 0
uc008rqz.1 0 0 0 0
uc008rra.2 4 0 1 0
uc008rrb.1 1 0 0 0
uc008rrc.1 0 0 0 0
uc008rrd.1 0 0 0 0
uc008rre.1 0 0 0 0
uc008rrf.1 0 0 0 0
uc008rrg.1 0 0 0 0
uc008rrh.1 2 0 0 0
uc008rri.1 0 0 0 0
uc008rrj.1 9 1 3 3
uc008rrk.1 3990 902 249 498
uc008rrl.2 2 1 0 0
uc008rrm.2 26 4 4 9
uc008rrn.2 0 0 0 0
uc008rro.2 0 0 0 0
uc008rrp.1 2 0 0 0
uc008rrq.1 0 0 0 0
uc008rrr.1 0 0 0 0
uc008rrs.2 0 0 0 0
uc008rrt.2 0 0 0 0
uc008rru.1 0 0 0 0
uc008rrv.2 26 10 5 12
uc008rrw.2 0 0 0 0
uc008rrx.1 0 0 0 0
uc008rry.1 0 1 0 1
uc008rrz.1 2 1 0 0
uc008rsa.1 0 0 0 0
uc008rsb.1 234 35 33 84
uc008rsc.1 16 4 6 26
uc008rsd.1 15 1 0 0
uc008rse.1 0 0 0 0
uc008rsg.1 6 0 0 0
uc008rsh.1 0 0 0 0
uc008rsi.1 0 0 0 0
uc008rsj.2 0 0 0 2
uc008rsk.2 0 0 0 0
uc008rsl.1 1 0 0 0
uc008rsm.1 0 0 0 0
uc008rsn.1 0 0 0 0
uc008rso.1 0 0 0 0
uc008rsp.1 60 17 0 0
uc008rsq.2 1 0 0 1
uc008rsr.2 39 9 11 15
uc008rss.1 88 15 7 33
uc008rst.1 28 6 3 3
uc008rsu.1 33 4 9 10
uc008rsv.1 0 0 0 0
uc008rsw.1 0 0 0 0
uc008rsx.1 0 0 0 0
uc008rsy.1 0 0 0 0
uc008rsz.1 0 0 0 0
uc008rta.1 31 14 6 11
uc008rtb.2 2 1 0 1
uc008rtc.1 0 0 0 0
uc008rtd.1 0 0 0 1
uc008rte.2 0 0 0 0
uc008rtf.2 3 2 0 1
uc008rtg.2 212 30 1 11
uc008rth.1 16 6 3 5
uc008rti.1 0 0 0 0
uc008rtj.1 0 0 0 0
uc008rtk.1 0 0 0 0
uc008rtl.1 0 0 0 0
uc008rtm.1 3 0 0 0
uc008rtn.1 3 0 0 1
uc008rto.1 0 0 0 0
uc008rtp.1 0 0 0 0
uc008rtq.1 17 3 1 8
uc008rtr.1 4 1 0 1
uc008rtu.1 0 1 2 6
uc008rtv.1 0 0 0 0
uc008rtw.1 35 19 1 11
uc008rtx.1 0 0 0 0
uc008rty.1 0 0 0 0
uc008rtz.1 1 0 0 0
uc008rua.1 0 0 0 0
uc008rub.1 0 0 0 0
uc008ruc.1 0 0 0 0
uc008rud.1 0 0 0 0
uc008rue.1 41 10 2 4
uc008ruf.2 0 0 0 0
uc008rug.2 92 18 1 11
uc008rui.2 238 68 16 43
uc008ruj.1 1747 372 39 106
uc008ruk.1 0 0 1 6
uc008rul.1 1 0 0 0
uc008rum.1 5 2 0 0
uc008run.1 0 2 0 0
uc008ruo.2 24 3 1 0
uc008rup.2 0 0 0 0
uc008ruq.1 1 0 0 0
uc008rur.1 0 0 3 3
uc008rus.2 0 0 0 0
uc008rut.1 0 0 0 0
uc008ruu.1 103 11 11 33
uc008ruv.1 0 0 0 0
uc008ruw.1 0 0 0 0
uc008rux.1 0 0 0 0
uc008ruy.1 0 0 0 0
uc008ruz.1 0 0 0 2
uc008rva.1 0 0 0 2
uc008rvb.1 0 0 0 0
uc008rvc.1 0 0 9 5
uc008rvd.1 7 2 0 0
uc008rve.1 11 2 0 1
uc008rvf.1 0 0 0 0
uc008rvg.1 3 0 0 0
uc008rvh.1 0 0 0 0
uc008rvi.1 0 0 0 0
uc008rvj.1 4637 906 4 26
uc008rvk.1 0 0 0 0
uc008rvl.1 0 0 0 0
uc008rvm.1 0 0 0 0
uc008rvn.1 0 0 0 0
uc008rvo.1 0 0 0 0
uc008rvp.2 0 0 0 0
uc008rvq.1 0 0 0 0
uc008rvr.1 0 0 0 0
uc008rvs.1 16 2 4 3
uc008rvt.1 81 24 17 16
uc008rvu.1 4 2 0 1
uc008rvv.1 0 0 0 0
uc008rvw.1 0 0 1 2
uc008rvx.1 0 0 0 0
uc008rvy.2 0 0 0 0
uc008rvz.2 0 0 0 0
uc008rwa.2 0 0 0 0
uc008rwb.1 1 0 0 0
uc008rwc.1 0 0 1 0
uc008rwd.1 1 1 2 3
uc008rwe.2 0 0 0 0
uc008rwf.2 0 0 0 0
uc008rwg.1 0 0 0 0
uc008rwh.1 0 0 0 0
uc008rwi.2 239 27 12 47
uc008rwj.1 0 0 0 0
uc008rwk.2 0 0 0 0
uc008rwl.2 0 0 0 0
uc008rwm.2 0 0 0 0
uc008rwn.1 40621 7282 1171 4417
uc008rwo.1 3 1 0 1
uc008rwp.2 114 21 2 0
uc008rwq.2 0 0 0 0
uc008rwr.2 0 0 0 0
uc008rws.2 3 2 0 0
uc008rwt.2 0 0 0 0
uc008rwu.1 3 1 1 1
uc008rwv.1 2 0 0 1
uc008rww.1 0 0 0 0
uc008rwx.1 0 0 0 0
uc008rwy.1 0 0 0 0
uc008rwz.1 0 0 0 0
uc008rxa.1 0 0 0 0
uc008rxb.1 0 0 0 0
uc008rxc.1 1548 305 177 449
uc008rxd.1 0 0 0 0
uc008rxe.1 0 0 0 0
uc008rxf.1 17 3 3 1
uc008rxg.1 0 0 0 0
uc008rxh.1 0 0 0 0
uc008rxi.1 0 0 0 0
uc008rxj.1 230 44 12 27
uc008rxk.1 0 0 0 0
uc008rxl.1 19 3 1 5
uc008rxm.1 0 0 0 0
uc008rxn.1 0 0 0 0
uc008rxp.2 6 1 2 1
uc008rxq.1 0 0 0 0
uc008rxr.2 13 2 1 5
uc008rxs.2 15 2 3 2
uc008rxt.1 0 0 0 0
uc008rxu.1 0 0 0 0
uc008rxv.1 72 11 21 75
uc008rxw.1 1554 279 106 244
uc008rxx.1 0 0 0 0
uc008rxy.1 3 1 0 1
uc008rxz.1 0 0 0 0
uc008rya.1 320 56 45 157
uc008ryb.1 0 0 0 0
uc008ryc.2 0 0 0 0
uc008ryd.2 0 0 0 0
uc008rye.2 0 0 0 0
uc008ryf.2 0 0 0 0
uc008ryg.2 0 0 0 0
uc008ryh.1 0 0 0 0
uc008ryi.2 0 0 0 0
